job_id,OrderNo,OrderPos,Orderstate,ItemNo,SortPos,WorkPlaceNo,Start,End,Duration,LatestStartDate,StartsBeforeLSD,WithinGraceDays,PriorityGroup,IsUnlimitedMachine,IsOutsourcing,OutsourcingDelivery,BufferIndustrial,BufferReal,ReasonSelected,DurationReal,RecordType,IdleBeforeReal,IdleBefore
0093153-3,0093153,3,5,k.D.,999,000-0000,2025-11-14 07:00:00,2025-11-14 07:00:00,0,2025-05-07 10:25:00,False,False,2,True,False,,300,180,Past deadline (urgent) | Unlimited parallel window,0,60,0,0
0164591-19,0164591,19,3,k.D.,356,817-02,2025-12-04 18:03:00,2025-12-04 19:10:00,112,2025-11-07 03:45:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,67,60,0,0
0164591-16,0164591,16,3,k.D.,357,817-02,2025-12-04 19:10:00,2025-12-04 19:41:00,52,2025-11-07 04:52:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),31,60,0,0
0238733-22,0238733,22,3,k.D.,348,817-02,2025-12-04 19:41:00,2025-12-04 21:33:00,187,2025-11-06 22:36:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,112,60,0,0
0238733-19,0238733,19,3,k.D.,350,817-02,2025-12-04 21:33:00,2025-12-05 06:29:00,93,2025-11-07 00:28:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Continuation (no buffer),56,60,0,0
0238733-17,0238733,17,3,k.D.,353,817-02,2025-12-05 06:29:00,2025-12-05 07:35:00,110,2025-11-07 01:24:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),66,60,0,0
0244236-17,0244236,17,3,k.D.,349,817-02,2025-12-05 07:35:00,2025-12-05 09:33:00,197,2025-11-06 22:39:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,118,60,0,0
0244236-16,0244236,16,3,k.D.,351,817-02,2025-12-05 09:33:00,2025-12-05 10:36:00,105,2025-11-07 00:37:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Continuation (no buffer),63,60,0,0
0244236-15,0244236,15,3,k.D.,355,817-02,2025-12-05 10:36:00,2025-12-05 11:26:00,83,2025-11-07 01:40:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),50,60,0,0
0243854-18,0243854,18,3,k.D.,345,817-02,2025-12-05 11:26:00,2025-12-05 13:28:00,203,2025-11-06 12:21:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,122,60,0,0
0243854-16,0243854,16,3,k.D.,352,817-02,2025-12-05 13:28:00,2025-12-05 14:38:00,117,2025-11-07 01:23:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Continuation (no buffer),70,60,0,0
0243854-15,0243854,15,3,k.D.,358,817-02,2025-12-05 14:38:00,2025-12-05 15:52:00,123,2025-11-07 06:03:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),74,60,0,0
0235978-3,0235978,3,3,k.D.,343,817-02,2025-12-05 15:52:00,2025-12-05 17:27:00,158,2025-11-06 08:13:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,95,60,0,0
0243852-18,0243852,18,3,k.D.,344,817-02,2025-12-05 17:27:00,2025-12-05 19:17:00,183,2025-11-06 08:27:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,110,60,0,0
0243852-17,0243852,17,3,k.D.,347,817-02,2025-12-05 19:17:00,2025-12-05 20:05:00,80,2025-11-06 13:47:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Continuation (no buffer),48,60,0,0
0243852-16,0243852,16,3,k.D.,354,817-02,2025-12-05 20:05:00,2025-12-05 21:01:00,93,2025-11-07 01:34:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),56,60,0,0
0243876-19,0243876,19,3,k.D.,341,817-02,2025-12-05 21:01:00,2025-12-05 21:58:00,95,2025-11-06 05:00:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,57,60,0,0
0243876-17,0243876,17,3,k.D.,342,817-02,2025-12-05 21:58:00,2025-12-08 07:50:00,187,2025-11-06 05:57:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),112,60,0,0
0244911-22,0244911,22,3,k.D.,339,817-02,2025-12-08 07:50:00,2025-12-08 09:22:00,153,2025-11-06 01:49:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,92,60,0,0
0244911-21,0244911,21,3,k.D.,340,817-02,2025-12-08 09:22:00,2025-12-08 10:48:00,143,2025-11-06 03:51:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),86,60,0,0
0130290-24,0130290,24,4,k.D.,8,817-02,2025-12-08 10:48:00,2025-12-08 13:32:00,273,2025-10-30 16:32:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,164,60,0,0
0130290-21,0130290,21,4,k.D.,11,817-02,2025-12-08 13:32:00,2025-12-08 14:55:00,138,2025-10-30 20:06:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Continuation (no buffer),83,60,0,0
0130290-18,0130290,18,4,k.D.,13,817-02,2025-12-08 14:55:00,2025-12-08 15:47:00,87,2025-10-30 21:38:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),52,60,0,0
0094382-2,0094382,2,3,k.D.,319,817-02,2025-12-08 15:47:00,2025-12-08 19:07:00,333,2025-10-30 01:36:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,200,60,0,0
0094382-1,0094382,1,3,k.D.,327,817-02,2025-12-08 19:07:00,2025-12-08 20:11:00,107,2025-10-30 05:26:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),64,60,0,0
0243865-28,0243865,28,3,k.D.,329,817-02,2025-12-08 20:11:00,2025-12-09 08:54:00,472,2025-10-31 02:03:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,283,60,0,0
0243865-26,0243865,26,3,k.D.,330,817-02,2025-12-09 08:54:00,2025-12-09 13:36:00,470,2025-10-31 05:17:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),282,60,0,0
0036526-2,0036526,2,3,k.D.,395,817-02,2025-12-12 10:02:00,2025-12-12 12:46:00,273,2025-12-12 12:24:00,True,True,0,False,False,,300,180,Imminent deadline (<1 day) | Bottleneck operation,164,60,2666,4443
0167001-2,0167001,2,3,k.D.,396,817-02,2025-12-12 12:46:00,2025-12-12 15:30:00,273,2025-12-15 12:41:00,True,True,0,False,False,,300,180,Upcoming deadline (<3 days) | Bottleneck operation,164,60,0,0
0144615-1,0144615,1,4,k.D.,18,817-02,2025-12-12 15:30:00,2025-12-12 17:09:00,165,2025-10-29 08:56:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,99,60,0,0
0198970-1,0198970,1,4,k.D.,17,817-02,2025-12-12 17:09:00,2025-12-15 10:11:00,903,2025-10-28 21:41:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,542,60,0,0
0243324-33,0243324,33,3,k.D.,326,817-02,2025-12-15 10:11:00,2025-12-15 14:06:00,392,2025-10-29 23:24:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,235,60,0,0
0243324-31,0243324,31,3,k.D.,328,817-02,2025-12-15 14:06:00,2025-12-15 18:13:00,412,2025-10-30 06:49:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),247,60,0,0
0166997-3,0166997,3,3,k.D.,397,817-02,2025-12-15 18:13:00,2025-12-18 16:52:00,4665,2026-01-26 02:02:00,True,True,0,False,False,,300,180,Has deadline on 26-01-2026 02:02 | Bottleneck operation,2799,60,0,0
0129675-1,0129675,1,3,k.D.,336,817-02,2025-12-18 16:52:00,2025-12-18 18:26:00,157,2025-11-04 05:31:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,94,60,0,0
0152809-2,0152809,2,4,k.D.,4,817-02,2025-12-18 18:26:00,2025-12-18 19:52:00,143,2025-10-27 21:48:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,86,60,0,0
0152809-1,0152809,1,4,k.D.,5,817-02,2025-12-18 19:52:00,2025-12-18 20:38:00,77,2025-10-28 07:14:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),46,60,0,0
0243152-2,0243152,2,3,k.D.,334,817-02,2025-12-18 20:38:00,2025-12-19 06:20:00,170,2025-11-03 22:30:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,102,60,0,0
0243152-1,0243152,1,3,k.D.,335,817-02,2025-12-19 06:20:00,2025-12-19 07:12:00,87,2025-11-04 04:44:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),52,60,0,0
0224274-2,0224274,2,3,k.D.,332,817-02,2025-12-19 07:12:00,2025-12-19 08:08:00,93,2025-11-03 14:22:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,56,60,0,0
0224274-1,0224274,1,3,k.D.,333,817-02,2025-12-19 08:08:00,2025-12-19 09:37:00,148,2025-11-03 18:48:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),89,60,0,0
0167000-2,0167000,2,3,k.D.,398,817-02,2025-12-19 09:37:00,2025-12-19 12:47:00,317,2026-01-29 19:27:00,True,True,0,False,False,,300,180,Has deadline on 29-01-2026 19:27 | Bottleneck operation,190,60,0,0
0165712-21,0165712,21,4,k.D.,7,817-02,2025-12-19 12:47:00,2025-12-19 13:27:00,67,2025-10-23 15:01:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,40,60,0,0
0165712-19,0165712,19,4,k.D.,12,817-02,2025-12-19 13:27:00,2025-12-19 13:57:00,50,2025-10-23 20:09:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Continuation (no buffer),30,60,0,0
0165712-17,0165712,17,4,k.D.,14,817-02,2025-12-19 13:57:00,2025-12-19 15:37:00,167,2025-10-24 00:14:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),100,60,0,0
0202470-14,0202470,14,4,k.D.,15,817-02,2025-12-19 15:37:00,2025-12-19 17:52:00,225,2025-10-23 22:21:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,135,60,0,0
0202470-13,0202470,13,4,k.D.,16,817-02,2025-12-19 17:52:00,2025-12-19 19:46:00,190,2025-10-24 00:36:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),114,60,0,0
0120875-4,0120875,4,3,k.D.,399,817-02,2025-12-19 19:46:00,2026-01-06 00:46:00,2900,2026-03-02 11:42:00,True,True,0,False,False,,300,180,Has deadline on 02-03-2026 11:42 | Bottleneck operation,1740,60,0,0
0176877-4,0176877,4,4,k.D.,6,817-02,2026-01-06 00:46:00,2026-01-06 03:30:00,273,2025-10-15 07:31:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,164,60,0,0
0137402-2,0137402,2,4,k.D.,19,817-02,2026-01-06 03:30:00,2026-01-06 04:59:00,148,2025-10-15 07:10:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,89,60,0,0
0137402-1,0137402,1,4,k.D.,20,817-02,2026-01-06 04:59:00,2026-01-06 06:18:00,132,2025-10-15 08:39:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),79,60,0,0
0095567-13,0095567,13,3,k.D.,322,817-02,2026-01-06 06:18:00,2026-01-06 13:13:00,692,2025-10-10 14:00:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,415,60,0,0
0095567-12,0095567,12,3,k.D.,323,817-02,2026-01-06 13:13:00,2026-01-06 18:33:00,533,2025-10-13 12:55:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),320,60,0,0
0074732-3,0074732,3,3,k.D.,321,817-02,2026-01-06 18:33:00,2026-01-07 19:29:00,2493,2025-10-07 16:59:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,1496,60,0,0
0110242-5,0110242,5,3,k.D.,386,817-02,2026-01-07 19:29:00,2026-01-08 00:51:00,537,2025-11-24 17:10:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,322,60,0,0
0224273-7,0224273,7,3,k.D.,331,817-02,2026-01-08 00:51:00,2026-01-08 02:17:00,143,2025-10-31 19:42:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,86,60,0,0
0094379-1,0094379,1,3,k.D.,325,817-02,2026-01-08 02:17:00,2026-01-08 05:19:00,303,2025-10-29 19:28:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,182,60,0,0
0209766-2,0209766,2,3,k.D.,324,817-02,2026-01-08 05:19:00,2026-01-08 09:09:00,383,2025-10-28 00:07:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,230,60,0,0
0250696-2,0250696,2,3,k.D.,400,817-02,2026-04-27 10:01:00,2026-04-27 12:45:00,273,2026-03-19 20:23:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,164,60,106372,177287
0167065-10,0167065,10,5,k.D.,2,817-03,2025-11-13 15:25:00,2025-11-17 03:22:00,3395,2025-10-20 14:35:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,2037,60,66265,110442
0229465-1,0229465,1,3,k.D.,306,817-03,2025-11-17 03:22:00,2025-11-17 05:39:00,228,2025-11-14 08:58:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,137,60,0,0
0175039-15,0175039,15,3,k.D.,323,817-03,2025-11-17 05:39:00,2025-11-17 08:53:00,323,2025-11-17 05:51:00,True,True,0,False,False,,300,180,Imminent deadline (<1 day) | Bottleneck operation,194,60,0,0
0123853-8,0123853,8,3,k.D.,326,817-03,2025-11-17 08:53:00,2025-11-17 12:01:00,313,2025-11-19 06:28:00,True,True,0,False,False,,300,180,Upcoming deadline (<3 days) | Bottleneck operation,188,60,0,0
0140264-11,0140264,11,3,k.D.,327,817-03,2025-11-17 12:01:00,2025-11-17 21:06:00,908,2025-11-19 22:15:00,True,True,0,False,False,,300,180,Upcoming deadline (<3 days) | Bottleneck operation,545,60,0,0
0235970-5,0235970,5,3,k.D.,307,817-03,2025-11-17 21:06:00,2025-11-17 22:58:00,187,2025-11-20 06:03:00,True,True,0,False,False,,300,180,Upcoming deadline (<3 days) | Bottleneck operation,112,60,0,0
0249141-5,0249141,5,3,k.D.,328,817-03,2025-11-17 22:58:00,2025-11-18 19:31:00,2055,2025-11-21 06:46:00,True,True,0,False,False,,300,180,Has deadline on 21-11-2025 06:46 | Bottleneck operation,1233,60,0,0
0198807-6,0198807,6,3,k.D.,321,817-03,2025-11-18 19:31:00,2025-11-18 23:58:00,445,2025-11-16 23:03:00,False,True,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,267,60,0,0
974680-5,974680,5,3,k.D.,320,817-03,2025-11-18 23:58:00,2025-11-19 13:53:00,1392,2025-11-14 15:05:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,835,60,0,0
0246224-12,0246224,12,3,k.D.,324,817-03,2025-11-19 13:53:00,2025-11-24 12:41:00,6880,2025-11-17 07:24:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,4128,60,0,0
0085252-3,0085252,3,3,k.D.,325,817-03,2025-11-24 12:41:00,2025-11-24 20:41:00,800,2025-11-19 00:06:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,480,60,0,0
0245734-14,0245734,14,3,k.D.,322,817-03,2025-11-24 20:41:00,2025-11-24 22:58:00,228,2025-11-17 02:28:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,137,60,0,0
0234255-13,0234255,13,3,k.D.,329,817-03,2025-11-24 22:58:00,2025-11-25 04:50:00,587,2025-11-24 02:43:00,False,True,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,352,60,0,0
0203298-5,0203298,5,3,k.D.,330,817-03,2025-11-25 04:50:00,2025-11-25 21:44:00,1690,2025-11-27 19:22:00,True,True,0,False,False,,300,180,Upcoming deadline (<3 days) | Bottleneck operation,1014,60,0,0
0119569-5,0119569,5,3,k.D.,331,817-03,2025-11-25 21:44:00,2025-12-01 04:30:00,6177,2025-12-01 13:43:00,True,True,0,False,False,,300,180,Has deadline on 01-12-2025 13:43 | Bottleneck operation,3706,60,0,0
0189486-9,0189486,9,3,k.D.,332,817-03,2025-12-01 04:30:00,2025-12-01 23:56:00,1943,2025-12-11 05:42:00,True,True,0,False,False,,300,180,Has deadline on 11-12-2025 05:42 | Bottleneck operation,1166,60,0,0
V225063-001-13,V225063-001,13,3,k.D.,333,817-03,2025-12-01 23:56:00,2025-12-02 04:02:00,410,2025-12-11 05:58:00,True,True,0,False,False,,0,0,Has deadline on 11-12-2025 05:58 | Bottleneck operation,246,60,0,0
V225063-001-12,V225063-001,12,3,k.D.,334,817-03,2025-12-02 04:02:00,2025-12-02 04:03:00,2,2025-12-11 10:19:00,True,True,0,False,False,,300,180,Has deadline on 11-12-2025 10:19 | Continuation (no buffer),1,60,0,0
V225061-002-5,V225061-002,5,4,k.D.,4,817-03,2025-12-02 04:03:00,2025-12-02 05:33:00,150,2025-11-13 02:58:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,90,60,0,0
V225061-002-4,V225061-002,4,4,k.D.,5,817-03,2025-12-02 05:33:00,2025-12-02 05:34:00,2,2025-11-13 04:58:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Continuation (no buffer),1,60,0,0
V225061-002-3,V225061-002,3,4,k.D.,6,817-03,2025-12-02 05:34:00,2025-12-02 05:35:00,2,2025-11-13 04:59:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),1,60,0,0
0241618-15,0241618,15,3,k.D.,319,817-03,2025-12-02 05:35:00,2025-12-02 08:00:00,242,2025-11-10 06:40:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,145,60,0,0
0231632-7,0231632,7,3,k.D.,317,817-03,2025-12-02 08:00:00,2025-12-03 02:32:00,1853,2025-11-07 16:52:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,1112,60,0,0
0110976-12,0110976,12,3,k.D.,314,817-03,2025-12-03 02:32:00,2025-12-03 17:41:00,1515,2025-11-05 02:21:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,909,60,0,0
0224167-3,0224167,3,3,k.D.,311,817-03,2025-12-03 17:41:00,2025-12-03 20:41:00,300,2025-11-03 10:14:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,180,60,0,0
0167068-6,0167068,6,4,k.D.,3,817-03,2025-12-03 20:41:00,2025-12-04 12:11:00,1550,2025-10-30 19:54:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,930,60,0,0
0250696-15,0250696,15,3,k.D.,309,817-03,2025-12-04 12:11:00,2025-12-04 20:35:00,840,2025-10-29 22:56:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,504,60,0,0
0230496-6,0230496,6,3,k.D.,308,817-03,2025-12-04 20:35:00,2025-12-09 01:25:00,3583,2025-10-24 00:54:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,2150,60,0,0
0236014-13,0236014,13,3,k.D.,318,817-03,2025-12-09 01:25:00,2025-12-09 04:59:00,357,2025-11-02 22:56:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,214,60,0,0
0252926-16,0252926,16,3,k.D.,315,817-03,2025-12-09 04:59:00,2025-12-09 09:17:00,430,2025-11-05 22:12:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,258,60,0,0
0237055-12,0237055,12,3,k.D.,313,817-03,2025-12-09 09:17:00,2025-12-10 12:47:00,2750,2025-11-04 19:54:00,False,False,0,False,False,,0,0,Past deadline (urgent) | Bottleneck operation,1650,60,0,0
0237055-11,0237055,11,3,k.D.,316,817-03,2025-12-10 12:47:00,2025-12-10 12:48:00,2,2025-11-06 04:24:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Continuation (no buffer),1,60,0,0
0120989-3,0120989,3,3,k.D.,335,817-03,2026-01-06 15:35:00,2026-01-06 23:50:00,825,2026-04-12 23:20:00,True,True,0,False,False,,300,180,Has deadline on 12-04-2026 23:20 | Bottleneck operation,495,60,11147,18578
0096887-3,0096887,3,3,k.D.,312,817-03,2026-01-06 23:50:00,2026-01-07 06:45:00,692,2025-11-03 19:35:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,415,60,0,0
0176877-3,0176877,3,3,k.D.,310,817-03,2026-01-07 06:45:00,2026-01-07 08:43:00,197,2025-10-31 15:32:00,False,False,0,False,False,,300,180,Past deadline (urgent) | Bottleneck operation,118,60,0,0
0106031-1,0106031,1,4,k.D.,999,818-02,2025-11-13 22:00:00,2025-11-14 12:25:00,1442,2025-12-04 10:13:00,True,True,1,False,False,,300,180,Has deadline on 04-12-2025 10:13 | Best candidate now,865,60,45060,75100
0106026-1,0106026,1,3,k.D.,999,818-02,2025-11-27 06:00:00,2025-11-27 07:30:00,150,2025-12-01 08:26:00,True,True,1,False,False,,300,180,Has deadline on 01-12-2025 08:26 | Best candidate now,90,60,7775,12958
0120870-2,0120870,2,3,k.D.,999,818-02,2025-11-27 07:30:00,2025-11-27 09:00:00,150,2025-12-05 21:37:00,True,True,1,False,False,,300,180,Has deadline on 05-12-2025 21:37 | Best candidate now,90,60,0,0
0198963-1,0198963,1,3,k.D.,999,818-02,2025-11-27 09:00:00,2025-11-27 10:30:00,150,2025-11-14 10:21:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,90,60,0,0
0165024-1,0165024,1,3,k.D.,999,818-02,2025-11-27 10:30:00,2025-11-27 12:00:00,150,2025-12-15 15:03:00,True,True,1,False,False,,300,180,Has deadline on 15-12-2025 15:03 | Best candidate now,90,60,0,0
0189903-4,0189903,4,3,k.D.,999,818-02,2025-11-27 12:00:00,2025-11-27 13:30:00,150,2025-11-14 09:51:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,90,60,0,0
0183808-1,0183808,1,3,k.D.,999,818-02,2025-11-27 13:30:00,2025-11-27 15:00:00,150,2025-11-14 08:25:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,90,60,0,0
0029844-1,0029844,1,3,k.D.,999,818-02,2025-11-27 15:00:00,2025-11-27 16:30:00,150,2025-11-07 06:30:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,90,60,0,0
0152858-2,0152858,2,3,k.D.,999,818-02,2025-11-27 16:30:00,2025-11-27 18:00:00,150,2025-11-13 21:20:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,90,60,0,0
0106029-1,0106029,1,3,k.D.,999,818-02,2025-12-02 06:00:00,2025-12-02 07:30:00,150,2025-12-04 07:25:00,True,True,1,False,False,,300,180,Upcoming deadline (<3 days) | Best candidate now,90,60,2160,3600
0182723-1,0182723,1,3,k.D.,999,818-02,2025-12-02 07:30:00,2025-12-02 09:00:00,150,2025-12-12 17:53:00,True,True,1,False,False,,300,180,Has deadline on 12-12-2025 17:53 | Best candidate now,90,60,0,0
0159985-2,0159985,2,3,k.D.,999,818-02,2025-12-02 09:00:00,2025-12-02 10:30:00,150,2025-11-14 16:45:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,90,60,0,0
0190579-6,0190579,6,4,k.D.,999,818-02,2025-12-02 10:30:00,2025-12-02 16:04:00,557,2026-01-08 14:25:00,True,True,1,False,False,,300,180,Has deadline on 08-01-2026 14:25 | Best candidate now,334,60,0,0
0120871-2,0120871,2,3,k.D.,999,818-02,2025-12-02 16:04:00,2025-12-02 17:34:00,150,2026-01-06 21:33:00,True,True,1,False,False,,300,180,Has deadline on 06-01-2026 21:33 | Best candidate now,90,60,0,0
0174417-1,0174417,1,3,k.D.,999,818-02,2025-12-02 17:34:00,2025-12-02 19:04:00,150,2025-12-10 18:38:00,True,True,1,False,False,,300,180,Has deadline on 10-12-2025 18:38 | Best candidate now,90,60,0,0
0145203-2,0145203,2,4,k.D.,999,818-02,2025-12-02 19:04:00,2025-12-03 06:25:00,335,2025-10-31 07:54:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,201,60,0,0
0123851-1,0123851,1,3,k.D.,999,818-02,2025-12-03 06:25:00,2025-12-03 07:55:00,150,2025-11-20 15:47:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,90,60,0,0
0154673-2,0154673,2,4,k.D.,999,818-02,2025-12-03 07:55:00,2025-12-03 09:25:00,150,2025-10-30 07:41:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,90,60,0,0
0175039-4,0175039,4,3,k.D.,999,818-02,2025-12-09 13:10:00,2025-12-09 17:10:00,400,2025-12-12 06:36:00,True,True,1,False,False,,300,180,Upcoming deadline (<3 days) | Best candidate now,240,60,4065,6775
0036526-3,0036526,3,3,k.D.,999,818-02,2025-12-11 21:32:00,2025-12-12 07:02:00,150,2025-12-11 21:00:00,False,True,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,90,60,2182,3637
0167001-3,0167001,3,3,k.D.,999,818-02,2025-12-12 07:02:00,2025-12-12 08:32:00,150,2025-12-12 21:17:00,True,True,1,False,False,,300,180,Imminent deadline (<1 day) | Best candidate now,90,60,0,0
0094379-2,0094379,2,3,k.D.,999,818-02,2025-12-12 08:32:00,2025-12-12 10:02:00,150,2025-10-29 13:45:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,90,60,0,0
0126530-1,0126530,1,3,k.D.,999,818-02,2025-12-12 10:02:00,2025-12-12 11:32:00,150,2025-12-08 14:38:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,90,60,0,0
0176201-6,0176201,6,3,k.D.,999,818-02,2025-12-15 21:31:00,2025-12-16 09:18:00,378,2025-12-18 20:40:00,True,True,1,False,False,,300,180,Upcoming deadline (<3 days) | Best candidate now,227,60,1559,2598
0110207-3,0110207,3,3,k.D.,999,818-02,2025-12-16 09:18:00,2025-12-16 10:48:00,150,2025-12-19 19:36:00,True,True,1,False,False,,300,180,Has deadline on 19-12-2025 19:36 | Best candidate now,90,60,0,0
0167000-3,0167000,3,3,k.D.,999,818-02,2025-12-16 10:48:00,2025-12-16 12:18:00,150,2026-01-29 11:12:00,True,True,1,False,False,,300,180,Has deadline on 29-01-2026 11:12 | Best candidate now,90,60,0,0
0085674-1,0085674,1,3,k.D.,999,818-02,2025-12-16 12:18:00,2025-12-16 13:48:00,150,2025-11-12 09:00:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,90,60,0,0
0074098-3,0074098,3,3,k.D.,999,818-02,2025-12-16 13:48:00,2025-12-16 15:18:00,150,2025-10-22 08:14:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,90,60,0,0
0183937-1,0183937,1,3,k.D.,999,818-02,2025-12-16 15:18:00,2025-12-16 17:56:00,263,2026-01-15 17:55:00,True,True,1,False,False,,300,180,Has deadline on 15-01-2026 17:55 | Best candidate now,158,60,0,0
0204238-3,0204238,3,3,k.D.,999,818-02,2025-12-16 17:56:00,2025-12-16 19:26:00,150,2025-11-06 16:28:00,False,False,1,False,False,,300,180,Past deadline (urgent) | Best candidate now,90,60,0,0
